fld[mT],revfld[mT]},fwdpsf[V],sd,revpsf[V],sd,fwdpsf[m^3],sd,revpsf[m^3],sd,fwdPSF[arb],sd,revPSF[arb],sd,harmonic num,m [Am^2],m avg [Am^2],sd [Am^2],phase [rad],harmonic num,m [Am^2],m avg [Am^2],sd [Am^2],phase [rad]
-20.391401740963328,20.38357012162506,0.021436065435056675,0.0010412269956681299,-0.006222695125903949,0.001641138767670766,3.2344291328039177e-9,-1.5710788618620362e-10,-9.38925404046634e-10,-2.4762692842163416e-10,2.075821152033824,0.10083011867195396,-0.6025920290336642,0.15892424744059347,1,2.0303367721732532e-8,2.0303372892784836e-8,2.8566444865364116e-11,1.9250174173556491,2,2.3451056856566513e-12,2.3463744407013953e-12,1.7006157451337143e-13,-0.04617303251524576
-20.33782628392758,20.26730361037477,-0.0018301428554845878,-0.000612536473858832,-0.001170512360721728,0.0003268585350928555,-2.7614523695619844e-10,9.242394887981238e-11,-1.7661540040057422e-10,-4.931878806830803e-11,-0.17722698515584398,-0.059316676965770566,-0.11334982739554154,0.0316522574034933,3,3.3281387700324e-10,3.3281488049262347e-10,1.2181321283204915e-13,-2.3972168895087447,4,1.1170208151533536e-12,1.1183751267925736e-12,7.038016054508929e-14,-2.298637806049847
-20.148635274014882,20.015891801607435,-0.000488963510000614,-0.00023357656980535748,-0.00040579332369899626,0.00018193636844046718,-7.377836321760902e-11,3.5243728118282756e-11,-6.122904187084992e-11,-2.7451879738994576e-11,-0.0473501445359482,-0.022619038260095894,-0.03929612769845782,0.017618315407607468,5,1.363671215506191e-10,1.363680602118256e-10,7.640478497288194e-14,-2.2957760258199476,6,8.281757468367107e-13,8.286956289314706e-13,6.207715427497831e-14,-2.3302890772476683
-19.825090264114607,19.63101114527159,-0.00025000984117524056,-0.00004867173392439091,-0.00015791141067889364,0.00012181164050061807,-3.772329937295419e-11,7.343944467144442e-12,-2.3826819742147647e-11,-1.8379824410570283e-11,-0.02421039990293392,-0.004713263032924949,-0.015291791650284289,0.011795969772586883,7,7.185221958916974e-11,7.185301041232133e-11,5.928028862346527e-14,-2.2747276619016423,8,5.996955122602209e-13,6.004210031024749e-13,4.9447770817410764e-14,-2.1982066236514948
-19.369348698734807,19.11522808104672,-0.00007239196362559766,-0.00015132860480620295,-0.00004650672797127601,0.00013944253504262063,-1.0923024882569617e-11,2.2833558214992438e-11,-7.017272655628289e-12,-2.1040101741632456e-11,-0.007010277599056112,-0.014654327293233184,-0.00450360864623861,0.01350330659381682,9,4.1858216468861005e-11,4.1858942114319225e-11,1.0707933195138983e-13,-2.2251642309008415,10,4.3612591753395746e-13,4.363862313445755e-13,9.443595419412026e-15,-2.2165770097135598
-18.78444952832164,18.47198192489527,0.0000406190537095204,-0.0001396510165610196,0.00002718115466599863,0.00009331256709907848,6.128897631098898e-12,2.107155894625818e-11,4.10128989302195e-12,-1.4079677373460202e-11,0.003933459296496008,-0.013523495482818483,0.002632162882844533,0.009036182555128055,11,2.5142343791332122e-11,2.5143041564505933e-11,5.076637925447478e-15,-2.169805289590816,12,3.312148817338569e-13,3.315241657591737e-13,2.8176378058572848e-14,-2.136080933987904
-18.07429294500519,17.705561934313405,0.0000775523567588235,-0.00003134011359204082,0.000058220004653293364,0.000026185541203650174,1.1701662451921801e-11,4.728823800924959e-12,8.784656854733742e-12,-3.9510645077996586e-12,0.0075099986533332524,-0.0030349072640498344,0.005637896445919974,0.0025357498778248414,13,1.5420823085235666e-11,1.5420920413134938e-11,2.7012551225786552e-14,-2.135807536036753,14,2.77243691941709e-13,2.779686791805225e-13,1.9009412562417058e-14,-2.3364640838950277
-17.24361437459298,16.821078708654532,0.00011808911720657279,-0.0000451735481310648,0.0001405957941624471,0.00007165129681737425,1.78181430784117e-11,6.816112805304544e-12,2.121411384782515e-11,-1.0811267698888847e-11,0.011435488852423216,-0.004374506460011392,0.01361498565553477,0.0069385530639833135,15,9.626590310360734e-12,9.627049114136343e-12,2.0349191132644557e-14,-2.118179133726806,16,1.5379448600396133e-13,1.5426756659334758e-13,2.278813194022651e-14,-2.084490258720033
-16.297952901586484,15.824430108744709,0.00017048731272183815,-0.00004017295559915137,0.0002446914335202575,0.00006608465166065512,2.5724363116523916e-11,6.061587110488771e-12,3.6920819425711987e-11,-9.971331875711667e-12,0.016509614181463763,-0.00389026014242588,0.02369537707195779,0.006399491462534454,17,6.1951993822221734e-12,6.195410758049454e-12,8.91044448796325e-15,-2.1007091268328817,18,1.141982706330199e-13,1.1423008401534444e-13,1.5528199696135708e-14,-2.081267474918769
-15.243614333194884,14.722261931604976,0.0002383691349774152,-0.000045072582186740065,0.00029000662867501796,0.00008613696066652535,3.596686513521004e-11,6.800878330828137e-12,4.375830496200601e-11,-1.2996969795369452e-11,0.023083139668388306,-0.004364729141337901,0.028083600316366992,0.008341312703359272,19,4.0769648383825856e-12,4.0770111754176774e-12,1.3771589307301419e-14,-2.067443493532883,20,8.763070113316836e-14,8.769522210119697e-14,7.665114203188856e-15,-1.9483713343858866
-14.087629150425688,13.521923592495126,0.00033240566959733935,-0.0000459833964486149,0.0003705009332380807,0.00006928026689408658,5.015577998267037e-11,6.93830859722224e-12,5.590386985087681e-11,-1.0453509495459885e-11,0.03218942963654465,-0.004452930379391682,0.035878490686359774,0.00670894777182851,21,2.736384014527409e-12,2.736449846887456e-12,1.008150122104085e-14,-2.0187647891161005,22,6.907714234844643e-14,6.949296792619065e-14,4.710358567958466e-15,-2.098943017426752
-12.837705628396701,12.231419120604318,0.0004019903513522139,-0.000018034093336349738,0.00035535328104306966,0.000016311067162544007,6.065522180172639e-11,2.721114891513689e-12,5.36182821481541e-11,-2.461132196927079e-12,0.03892785627001087,-0.0017463817004460477,0.034411625560139734,0.0015795276577613069,23,1.8984231208740155e-12,1.8984301287685615e-12,1.1320420896362387e-14,-1.9644836549460634,24,5.77254932039766e-14,5.802489565062598e-14,2.044235555153054e-15,-1.9484395737121885
