fwdfld[mT],fwdM[Am2],fwdM[arb],revfld[mT],revM[Am2],revM[arb]
2.2749097358853945,-1.8275412966025356e-9,-0.22804416329673582,2.2749097358853945,6.3710950750931295e-9,0.7949976552565697
2.374909735885396,-1.677876784947045e-9,-0.20936873396491168,2.374909735885396,6.412035688872046e-9,0.8001063048019585
2.4749097358853938,-1.5284758783541924e-9,-0.19072619778634312,2.4749097358853938,6.451345314602104e-9,0.8050114364812174
2.574909735885395,-1.3794971770943472e-9,-0.17213634521174243,2.574909735885395,6.489083526268437e-9,0.8097204840522697
2.674909735885393,-1.2310971580657312e-9,-0.1536187017333086,2.674909735885393,6.525309770468896e-9,0.8142408653774057
2.7749097358853945,-1.0834332330503346e-9,-0.13519290949985865,2.7749097358853945,6.560083366414052e-9,0.8185799824232826
2.874909735885396,-9.368754184422862e-10,-0.11690513987789576,2.874909735885396,6.593463505927193e-9,0.822745221260924
2.9749097358853938,-7.91702554493717e-10,-0.09879018709730075,2.9749097358853938,6.625509253444322e-9,0.8267439520657205
3.074909735885395,-6.480493280781217e-10,-0.08086485764853718,3.074909735885395,6.656279546014169e-9,0.8305835291174299
3.174909735885393,-5.060404465738773e-10,-0.06314471276122642,3.174909735885393,6.6858502588252045e-9,0.8342734202698854
3.2749097358853945,-3.65790637864199e-10,-0.045644068404142035,3.2749097358853945,6.714341386213345e-9,0.8378285986500883
3.374909735885396,-2.2740465033718233e-10,-0.028375995285215144,3.374909735885396,6.741814843733035e-9,0.8412567902015422
3.4749097358853938,-9.097725288578038e-11,-0.011352318851531526,3.4749097358853938,6.768324919026287e-9,0.8445647690419777
3.574909735885395,4.340676509220373e-11,0.0054163807106693135,3.574909735885395,6.793923894518919e-9,0.8477590590743417
3.674909735885393,1.7567259369408872e-10,0.021920768475990622,3.674909735885393,6.818662047420545e-9,0.8508459339867968
3.7749097358853945,3.0575540251235325e-10,0.03815275477988317,3.7749097358853945,6.842587649724578e-9,0.8538314172527217
3.874909735885396,4.336003406345927e-10,0.05410549521863984,3.874909735885396,6.865746968208236e-9,0.8567212821307119
3.9749097358853938,5.591625366435511e-10,0.06977339064939961,3.9749097358853938,6.888184264432533e-9,0.8595210516645785
4.074909735885395,6.82407098617117e-10,0.08515208719014707,4.074909735885395,6.909941794742284e-9,0.8622359986833487
4.174909735885393,8.033091141283045e-10,0.10023847621971002,4.174909735885393,6.931059810266104e-9,0.864871145801266
4.2749097358853945,9.218536502452826e-10,0.11503069437776313,4.2749097358853945,6.95157655691641e-9,0.8674312654177901
4.374909735885396,1.0380357535313471e-9,0.12952812356482446,4.374909735885396,6.971528275389416e-9,0.8699208797175967
4.474909735885394,1.151960695787328e-9,0.14374389980128582,4.474909735885394,6.990949201165139e-9,0.8723442606705777
4.574909735885395,1.2638953433295226e-9,0.1577113231859878,4.574909735885395,7.009871564507395e-9,0.8747054300318411
4.674909735885393,1.3738660952210415e-9,0.17143368784545435,4.674909735885393,7.028325590463799e-9,0.8770081593417112
4.7749097358853945,1.481888354386103e-9,0.18491291578657656,4.7749097358853945,7.046337832605505e-9,0.8792557620065262
4.874909735885396,1.587979130076922e-9,0.19815112945698218,4.874909735885396,7.0639076659523675e-9,0.8814481600400464
4.974909735885394,1.692157037873708e-9,0.21115065174503553,4.974909735885394,7.081050650546143e-9,0.8835872950545952
5.074909735885395,1.7944422996846882e-9,0.2239140059798403,5.074909735885395,7.09779064987123e-9,0.8856761447822452
5.174909735885393,1.8948567437460704e-9,0.23644391593123493,5.174909735885393,7.114150394886821e-9,0.8877175456363676
5.2749097358853945,1.993423804622082e-9,0.2487433058097976,5.2749097358853945,7.130151484026896e-9,0.8897141927116312
5.374909735885396,2.0901685232049386e-9,0.2608153002668421,5.374909735885396,7.145814383200227e-9,0.891668639784003
5.474909735885394,2.1851175467148556e-9,0.27266322439441937,5.474909735885394,7.161158425790375e-9,0.893583299310748
5.574909735885395,2.2782991287000624e-9,0.2842906037253195,5.574909735885395,7.176201812655691e-9,0.8954604424304289
5.674909735885393,2.3697431290367732e-9,0.2957011642330676,5.674909735885393,7.190961612129324e-9,0.8973021989629074
5.7749097358853945,2.459481013929218e-9,0.30689883233192805,5.7749097358853945,7.205453760019207e-9,0.899110557409343
5.874909735885396,2.5475458559096172e-9,0.31788773487690136,5.874909735885396,7.219693059608063e-9,0.9008873649521923
5.974909735885394,2.633972333838191e-9,0.328672199163725,5.974909735885394,7.233693181653404e-9,0.9026343274552107
6.074909735885395,2.718818632042575e-9,0.3392594855461526,6.074909735885395,7.247466664387543e-9,0.904353009463452
6.174909735885393,2.8022001716770295e-9,0.3496639965006693,6.174909735885393,7.261024913517573e-9,0.9060448342032673
6.2749097358853945,2.884160197328955e-9,0.35989112817113755,6.2749097358853945,7.274378202225382e-9,0.9077110835823063
6.374909735885396,2.9647340198219432e-9,0.3699452867109155,6.374909735885396,7.287534538827893e-9,0.9093527568939559
6.474909735885394,3.043956007276906e-9,0.3798307606410844,6.474909735885394,7.300480777116394e-9,0.9109682137286823
6.574909735885395,3.1218595851120812e-9,0.3895517208504495,6.574909735885395,7.3132164092827e-9,0.9125573907211909
6.674909735885393,3.1984772360430165e-9,0.3991122205955376,6.674909735885393,7.3257485774812244e-9,0.9141211790834236
6.7749097358853945,3.2738405000825837e-9,0.4085161955005992,6.7749097358853945,7.338084022367588e-9,0.9156604199275201
6.874909735885396,3.3479799745409725e-9,0.41776746355760774,6.874909735885396,7.350229083098611e-9,0.9171759042658183
6.974909735885394,3.4209253140256842e-9,0.4268697251262585,6.974909735885394,7.362189697332322e-9,0.9186683730108541
7.074909735885395,3.4927052304415503e-9,0.43582656293397115,7.074909735885395,7.373971401227962e-9,0.9201385169753632
7.174909735885393,3.5633474929907115e-9,0.4446414420758872,7.174909735885393,7.385579329445966e-9,0.9215869768722773
7.2749097358853945,3.6328789281726343e-9,0.4533177100148717,7.2749097358853945,7.3970182151479815e-9,0.9230143433147279
7.374909735885396,3.7013254197840975e-9,0.46185859658151207,7.374909735885396,7.408292389996867e-9,0.924421156816045
7.474909735885394,3.768711908919198e-9,0.47026721397411847,7.474909735885394,7.419405784156671e-9,0.9258079077897554
7.574909735885395,3.83506239396936e-9,0.4785465567587251,7.574909735885395,7.4303619262926634e-9,0.9271750365495854
7.674909735885393,3.9003958169937985e-9,0.4866989885623825,7.674909735885393,7.44116394357131e-9,0.9285229333094591
7.7749097358853945,3.964729255305593e-9,0.4947266403254857,7.7749097358853945,7.451814561660286e-9,0.9298519381834989
7.874909735885396,4.028084240362532e-9,0.502632198785284,7.874909735885396,7.46231610472848e-9,0.9311623411860261
7.974909735885394,4.090481611917459e-9,0.5104182643667359,7.974909735885394,7.472666251784117e-9,0.9324538526991661
8.074909735885395,4.151941501638082e-9,0.5180873491385573,8.074909735885395,7.482853196420562e-9,0.9337249994964983
8.174909735885393,4.212483333106948e-9,0.5256418768132181,8.174909735885393,7.492877699645587e-9,0.9349758765380545
8.274909735885394,4.27212582182146e-9,0.5330841827469449,8.274909735885394,7.502741605252215e-9,0.9362067138959207
8.374909735885396,4.330886975193871e-9,0.5404165139397197,8.374909735885396,7.512446834794447e-9,0.9374177513453483
8.474909735885394,4.388784092551289e-9,0.5476410290352802,8.474909735885394,7.521995387587253e-9,0.9386092383647542
8.574909735885395,4.445833765135673e-9,0.5547597983211202,8.574909735885395,7.531389340706585e-9,0.9397814341357222
8.674909735885393,4.502051876103824e-9,0.5617748037284882,8.674909735885393,7.54063084898937e-9,0.9409346075430021
8.774909735885394,4.557453600527412e-9,0.5686879388323901,8.774909735885394,7.549722145033503e-9,0.9420690371745082
8.874909735885396,4.612053405392942e-9,0.575501008851586,8.874909735885396,7.55866553919786e-9,0.9431850113213223
8.974909735885394,4.665865049601779e-9,0.582215730648592,8.974909735885394,7.56746341960229e-9,0.9442828279776916
9.074909735885395,4.718901583970139e-9,0.5888337327296808,9.074909735885395,7.576118252127623e-9,0.9453627948410298
9.174909735885393,4.771163548520763e-9,0.5953550824799418,9.174909735885393,7.584632580415655e-9,0.9464252293119156
9.274909735885394,4.822633993706707e-9,0.6017776649018874,9.274909735885394,7.593009025869162e-9,0.9474704584940945
9.374909735885396,4.873324161451494e-9,0.6081028827846356,9.374909735885396,7.601250287651894e-9,0.9484988191944771
9.474909735885394,4.923247077737902e-9,0.6143323615356938,9.474909735885394,7.609360301730245e-9,0.9495108025506181
9.574909735885395,4.9724162063469354e-9,0.6204677811918852,9.574909735885395,7.617346624500268e-9,0.9505073514643383
9.674909735885393,5.0208454488578095e-9,0.6265108764193463,9.674909735885393,7.625212470754039e-9,0.9514888670836551
9.774909735885394,5.068549144647962e-9,0.6324634365135292,9.774909735885394,7.63296044049554e-9,0.9524556738421309
9.874909735885396,5.1155420708930476e-9,0.6383273053991998,9.874909735885396,7.64059303388133e-9,0.9534080837141719
9.974909735885394,5.161839442566937e-9,0.6441043816304387,9.974909735885394,7.648112651220538e-9,0.954346396215027
10.074909735885395,5.207456912441723e-9,0.6497966183906415,10.074909735885395,7.655521592974861e-9,0.9552708984007888
10.174909735885393,5.252410571087707e-9,0.6554060234925171,10.174909735885393,7.662822059758581e-9,0.9561818648683941
10.274909735885394,5.296716946873422e-9,0.6609346593780905,10.274909735885394,7.67001615233853e-9,0.9570795577556211
10.374909735885396,5.340393005965609e-9,0.6663846431187002,10.374909735885396,7.67710587163413e-9,0.9579642267410933
10.474909735885394,5.383456152329228e-9,0.6717581464149992,10.474909735885394,7.684093118717363e-9,0.958836109044276
10.574909735885395,5.425924640267273e-9,0.6770574470744771,10.574909735885395,7.690979694812788e-9,0.9596954294254788
10.674909735885393,5.4678366860415155e-9,0.6822873137967285,10.674909735885393,7.697767301297534e-9,0.9605424001858547
10.774909735885394,5.509221263756225e-9,0.6874513620269295,10.774909735885394,7.704457539701299e-9,0.9613772211673988
10.874909735885396,5.5500957545292514e-9,0.6925517606148265,10.874909735885396,7.711051679891384e-9,0.9622000508266271
10.974909735885394,5.5904770417933035e-9,0.6975906163080441,10.974909735885394,7.717539100808722e-9,0.963009563847098
11.074909735885395,5.630381511295954e-9,0.7025699737520861,11.074909735885395,7.723914789105493e-9,0.9638051346535039
11.174909735885393,5.66982505109963e-9,0.7074918154903344,11.174909735885393,7.730181047667587e-9,0.9645870506044322
11.274909735885394,5.708823051581616e-9,0.7123580619640492,11.274909735885394,7.736340659810406e-9,0.9653556590074013
11.374909735885396,5.747390405434062e-9,0.7171705715123698,11.374909735885396,7.742396889278894e-9,0.9661113671188631
11.474909735885394,5.785541507663968e-9,0.7219311403723137,11.474909735885394,7.748353480247505e-9,0.9668546421442009
11.574909735885395,5.823290255593203e-9,0.7266415026787769,11.574909735885395,7.75421465732024e-9,0.9675860112377314
11.674909735885393,5.860650048858483e-9,0.7313033304645338,11.674909735885393,7.759985125530612e-9,0.9683060615027027
11.774909735885394,5.897633789411395e-9,0.735918233660238,11.774909735885394,7.765670070341675e-9,0.9690154399912966
11.874909735885396,5.934253881518374e-9,0.7404877600944205,11.874909735885396,7.771275157645994e-9,0.9697148537046255
11.974909735885394,5.970522218319138e-9,0.7450133938162248,11.974909735885394,7.776806533765675e-9,0.9704050695927355
12.074909735885395,6.006449969626671e-9,0.7494965286166755,12.074909735885395,7.78227082545235e-9,0.971086914554605
12.174909735885393,6.042047969196145e-9,0.7539385163528485,12.174909735885393,7.787675139887171e-9,0.9717612754381443
12.274909735885394,6.077326653798261e-9,0.7583406593453242,12.274909735885394,7.793032187123193e-9,0.9724297382285343
12.374909735885396,6.1122959738841086e-9,0.7627041992307747,12.374909735885396,7.798389962658637e-9,0.9730982918975449
12.474909735885397,6.146965393585178e-9,0.7670303169619644,12.474909735885397,7.803763467536932e-9,0.9737688083045993
12.574909735885392,6.181343890713341e-9,0.771320132807749,12.574909735885392,7.809157672733997e-9,0.9744419077377572
12.674909735885393,6.2154399567608765e-9,0.7755747063530775,12.674909735885393,7.814576190808058e-9,0.9751180409790713
12.774909735885394,6.249261596900439e-9,0.779795036498989,12.774909735885394,7.820021275899648e-9,0.9757974893045892
12.874909735885396,6.282816329985087e-9,0.7839820614626158,12.874909735885396,7.825493823731617e-9,0.9764803644843527
12.974909735885397,6.316111188548269e-9,0.7881366587771822,12.974909735885397,7.83099337160911e-9,0.9771666087823967
13.074909735885392,6.349152718803821e-9,0.7922596452920033,13.074909735885392,7.836518098419597e-9,0.9778559949567516
13.174909735885393,6.38194698064598e-9,0.7963517771724878,13.174909735885393,7.842064824632844e-9,0.9785481262594409
13.274909735885394,6.414499595925477e-9,0.800413755924122,13.274909735885394,7.847629012300931e-9,0.9792424364364825
13.374909735885396,6.446817317051107e-9,0.8044464241256299,13.374909735885396,7.853204765058245e-9,0.9799381897278882
13.474909735885397,6.47890548185404e-9,0.8084504478419837,13.474909735885397,7.858784828121486e-9,0.9806344808676647
13.574909735885392,6.510768013549989e-9,0.8124263166196833,13.574909735885392,7.864351783330922e-9,0.9813291363839074
13.674909735885393,6.542408252800267e-9,0.816374447312955,13.674909735885393,7.869849447248277e-9,0.982015145597735
13.774909735885394,6.573828957711768e-9,0.8202951840837506,13.774909735885394,7.875262771458876e-9,0.9826906307386479
13.874909735885396,6.605032303836988e-9,0.8241887984017485,13.874909735885396,7.880584746124712e-9,0.9833547171054038
13.974909735885397,6.636019884174006e-9,0.8280554890443527,13.974909735885397,7.885809439730113e-9,0.9840066645519213
14.074909735885392,6.6667927091664974e-9,0.8318953820966932,14.074909735885392,7.890931999081772e-9,0.9846458674872853
14.174909735885393,6.697351206703734e-9,0.8357085309516272,14.174909735885393,7.895948649308728e-9,0.9852718548757428
14.274909735885394,6.727695222120572e-9,0.8394949163097366,14.274909735885394,7.900856693862363e-9,0.9858842902367042
14.374909735885396,6.757824018197465e-9,0.8432544461793302,14.374909735885396,7.905654514516416e-9,0.9864829716447444
14.474909735885397,6.787736275160458e-9,0.8469869558764428,14.474909735885397,7.910341571366972e-9,0.9870678317296006
14.574909735885392,6.817419329889363e-9,0.8506908652722678,14.574909735885392,7.91491840283247e-9,0.9876389376761748
14.674909735885393,6.84686030291612e-9,0.8543645672416897,14.674909735885393,7.919386625653699e-9,0.9881964912245321
14.774909735885394,6.876057874738838e-9,0.8580078971346919,14.774909735885394,7.92375567192625e-9,0.9887416693299358
14.874909735885396,6.905011107514643e-9,0.8616207379254136,14.874909735885396,7.928065017265128e-9,0.9892793978365299
14.974909735885397,6.933719444480614e-9,0.8652030201398929,14.974909735885397,7.932321996042288e-9,0.9898105919415355
15.074909735885392,6.962182709953776e-9,0.8687547218560658,15.074909735885392,7.936527330178823e-9,0.9903353417276728
15.174909735885393,6.990401109331114e-9,0.8722758687037683,15.174909735885393,7.940680607196596e-9,0.9908535957251164
15.274909735885394,7.0183752290895525e-9,0.8757665338647336,15.274909735885394,7.944780280218267e-9,0.9913651609114985
15.374909735885396,7.046106036785977e-9,0.8792268380725948,15.374909735885396,7.948823667967281e-9,0.9918697027119067
15.474909735885397,7.073594881057215e-9,0.8826569496128824,15.474909735885397,7.952806954767878e-9,0.9923667449988862
15.574909735885392,7.100843491620054e-9,0.8860570843230272,15.574909735885392,7.956725190545082e-9,0.9928556700924384
15.674909735885393,7.127865860572728e-9,0.8894289881643052,15.674909735885393,7.960572290824701e-9,0.9933357187600199
15.774909735885394,7.15469179164261e-9,0.8927763801038798,15.774909735885394,7.964341036733343e-9,0.9938059902165457
15.874909735885396,7.181321887871521e-9,0.8960993353904845,15.874909735885396,7.968017896547495e-9,0.9942647959471941
15.974909735885397,7.2077537020131715e-9,0.8993975486519593,15.974909735885397,7.97156361923531e-9,0.9947072381317443
16.07490973588539,7.233982977815722e-9,0.9026704887849083,16.07490973588539,7.97496559176174e-9,0.9951317428911118
16.174909735885393,7.260003650021784e-9,0.9059173989546984,16.174909735885393,7.978217312302098e-9,0.9955374989149453
16.274909735885394,7.285807844368421e-9,0.90913729659546,16.274909735885394,7.981313374457522e-9,0.9959238315822624
16.374909735885396,7.311385877587147e-9,0.9123289734100875,16.374909735885396,7.984249467254964e-9,0.9962902029614475
16.474909735885397,7.336726257403923e-9,0.9154909953702375,16.474909735885397,7.987022375147201e-9,0.9966362118102542
16.57490973588539,7.361815682539162e-9,0.9186217027163304,16.57490973588539,7.989629978012822e-9,0.9969615935758023
16.674909735885393,7.386624922126705e-9,0.921717447963941,16.674909735885393,7.992071251156243e-9,0.9972662203945807
16.774909735885394,7.41107208585857e-9,0.9247680126809056,16.774909735885394,7.994346265307696e-9,0.9975501010924455
16.874909735885396,7.4351380594563935e-9,0.9277710117503327,16.874909735885396,7.996456637249527e-9,0.9978134374146477
16.974909735885397,7.458816540626605e-9,0.9307256587597529,16.974909735885397,7.998406881584341e-9,0.9980567927020952
17.07490973588539,7.482105276539243e-9,0.9336316725966545,17.07490973588539,8.000200388953931e-9,0.9982805900456764
17.174909735885393,7.505006063827965e-9,0.9364892774484855,17.174909735885393,8.001841097962904e-9,0.9984853209121471
17.274909735885394,7.527524748590024e-9,0.9392992028026503,17.274909735885394,8.00333382962867e-9,0.998671586877452
17.374909735885396,7.5496712263863e-9,0.9420626834465133,17.374909735885396,8.004684287381447e-9,0.9988400996267247
17.474909735885397,7.571459442241265e-9,0.9447814594673952,17.474909735885397,8.005899057064249e-9,0.9989916809542863
17.57490973588539,7.592907390643013e-9,0.9474577762525759,17.57490973588539,8.006985606932892e-9,0.999127262763647
17.674909735885393,7.614037115543255e-9,0.9500943844892945,17.674909735885393,8.007952287656005e-9,0.9992478870675066
17.774909735885394,7.634874710357296e-9,0.9526945401647469,17.774909735885394,8.008819624736917e-9,0.9993561150781571
17.874909735885396,7.655450317964058e-9,0.9552620045660869,17.874909735885396,8.009629207015778e-9,0.9994571363320933
17.974909735885397,7.675798130706076e-9,0.957801044280428,17.974909735885397,8.010387596731255e-9,0.9995517696782399
18.07490973588539,7.695956390389492e-9,0.9603164311948408,18.07490973588539,8.011095794588345e-9,0.9996401399865162
18.174909735885393,7.715967388284063e-9,0.9628134424963547,18.174909735885393,8.011751478246109e-9,0.9997219574706958
18.274909735885394,7.735877465123147e-9,0.9652978606719568,18.274909735885394,8.01234900231767e-9,0.9997965176884059
18.374909735885396,7.75573701110372e-9,0.9677759735085927,18.374909735885396,8.012879398370226e-9,0.9998627015411296
18.474909735885397,7.775600465886368e-9,0.9702545740931664,18.474909735885397,8.013330369003254e-9,0.999918974535273
18.5749097358854,7.795526318595282e-9,0.9727409608125394,18.5749097358854,8.013679199387948e-9,0.9999625022702454
18.674909735885393,7.815577107818267e-9,0.9752429373535321,18.674909735885393,8.013901977226168e-9,0.999990300922901
18.774909735885394,7.835819421606739e-9,0.9777688127029228,18.774909735885394,8.0139797054332e-9,1.
18.874909735885396,7.856323897475726e-9,0.9803274011474488,18.874909735885396,8.013891746234834e-9,0.999989024279871
18.974909735885397,7.877165222403856e-9,0.9829280222738037,18.974909735885397,8.01361582116734e-9,0.9999545938124084
19.0749097358854,7.89842213283338e-9,0.9855805009686416,19.0749097358854,8.013128011077497e-9,0.9998937239190754
19.174909735885393,7.920177414670153e-9,0.9882951674185733,19.174909735885393,8.012402756122569e-9,0.9998032251929011
19.274909735885394,7.942517903283641e-9,0.9910828571101683,19.274909735885394,8.011412855770324e-9,0.9996797034984832
19.374909735885396,7.965534483506917e-9,0.993954910829954,19.374909735885396,8.010129468799019e-9,0.9995195599719862
19.474909735885397,7.98932208963667e-9,0.9969231746644165,19.474909735885397,8.00852211329742e-9,0.9993189910211427
19.5749097358854,8.0139797054332e-9,1.,19.5749097358854,8.00655866666477e-9,0.9990739883252513
