"field.fitted","psf.m3","psf.norm","mh.norm","direction","fwhm","fifthThird"
-17.5447,2.10572616152998e-11,0.0134983443689256,-0.998294757221975,"forward",7.6433,0.410590856096298
-17.5257,2.15597499475137e-11,0.0138204546543704,-0.998207411446197,"forward",7.6433,0.410590856096298
-17.5066,2.20592349088935e-11,0.0141406396878748,-0.998118042089368,"forward",7.6433,0.410590856096298
-17.4875,2.25557491643777e-11,0.0144589204086565,-0.998026661186815,"forward",7.6433,0.410590856096298
-17.4683,2.30493249395961e-11,0.0147753174743232,-0.997933280643305,"forward",7.6433,0.410590856096298
-17.4491,2.35399940358508e-11,0.0150898512704756,-0.997837912234772,"forward",7.6433,0.410590856096298
-17.4298,2.40277878296282e-11,0.0154025419103947,-0.997740567610027,"forward",7.6433,0.410590856096298
-17.4105,2.45127372828754e-11,0.0157134092416291,-0.99764125829245,"forward",7.6433,0.410590856096298
-17.391,2.49948729522871e-11,0.0160224728519484,-0.997539995681621,"forward",7.6433,0.410590856096298
-17.3716,2.54742249950518e-11,0.0163297520730264,-0.997436791054945,"forward",7.6433,0.410590856096298
-17.352,2.59508231670095e-11,0.0166352659792606,-0.997331655569277,"forward",7.6433,0.410590856096298
-17.3325,2.64246968435223e-11,0.0169390334011504,-0.997224600262461,"forward",7.6433,0.410590856096298
-17.324,2.69408280052453e-11,0.0172698891547498,-0.997115453935256,"forward",7.6433,0.410590856096298
-17.3128,2.74942623191633e-11,0.0176246573620944,-0.997004065460085,"forward",7.6433,0.410590856096298
-17.2931,2.80125536361081e-11,0.0179568978408119,-0.996890577213011,"forward",7.6433,0.410590856096298
-17.2734,2.85279184452040e-11,0.0182872623390972,-0.9967750010503,"forward",7.6433,0.410590856096298
-17.2535,2.90403876390304e-11,0.0186157706600323,-0.99665734870306,"forward",7.6433,0.410590856096298
-17.2337,2.95499917119889e-11,0.0189424423514551,-0.996537631778855,"forward",7.6433,0.410590856096298
-17.2137,3.00567607706596e-11,0.0192672967125978,-0.99641586176328,"forward",7.6433,0.410590856096298
-17.1937,3.05607245373828e-11,0.0195903527963835,-0.996292050021513,"forward",7.6433,0.410590856096298
-17.1737,3.10619123605695e-11,0.0199116294160353,-0.996166207799831,"forward",7.6433,0.410590856096298
-17.1536,3.15603532194865e-11,0.0202311451481434,-0.996038346227108,"forward",7.6433,0.410590856096298
-17.1334,3.20560757201453e-11,0.0205489183300303,-0.995908476316325,"forward",7.6433,0.410590856096298
-17.1132,3.25491081181624e-11,0.0208649670744043,-0.995776608965989,"forward",7.6433,0.410590856096298
-17.0929,3.30394783160888e-11,0.0211793092676485,-0.995642754961566,"forward",7.6433,0.410590856096298
-17.0726,3.35272138600378e-11,0.0214919625676581,-0.995506924976922,"forward",7.6433,0.410590856096298
-17.0522,3.40123419628153e-11,0.0218029444186684,-0.995369129575676,"forward",7.6433,0.410590856096298
-17.0318,3.44948894991043e-11,0.0221122720481676,-0.995229379212567,"forward",7.6433,0.410590856096298
-17.0113,3.49748830091302e-11,0.0224199624692464,-0.995087684234813,"forward",7.6433,0.410590856096298
-16.9907,3.54523487068074e-11,0.0227260324858204,-0.994944054883429,"forward",7.6433,0.410590856096298
-16.9701,3.59273124895399e-11,0.023030498698912,-0.994798501294511,"forward",7.6433,0.410590856096298
-16.9494,3.63997999323499e-11,0.0233333775028876,-0.994651033500542,"forward",7.6433,0.410590856096298
-16.9287,3.68698363052772e-11,0.0236346850966102,-0.994501661431629,"forward",7.6433,0.410590856096298
-16.9079,3.73374465671926e-11,0.0239344374794743,-0.99435039491676,"forward",7.6433,0.410590856096298
-16.8871,3.78026553751901e-11,0.024232650457426,-0.994197243685031,"forward",7.6433,0.410590856096298
-16.8662,3.82654870925039e-11,0.0245293396480387,-0.994042217366833,"forward",7.6433,0.410590856096298
-16.8452,3.87259657915454e-11,0.0248245204824593,-0.993885325495031,"forward",7.6433,0.410590856096298
-16.8242,3.91841152467806e-11,0.0251182082008427,-0.993726577506174,"forward",7.6433,0.410590856096298
-16.8031,3.96399589588653e-11,0.0254104178678232,-0.993565982741601,"forward",7.6433,0.410590856096298
-16.782,4.00935201491985e-11,0.025701164369023,-0.993403550448571,"forward",7.6433,0.410590856096298
-16.7608,4.05448217539334e-11,0.025990462407213,-0.993239289781424,"forward",7.6433,0.410590856096298
-16.7396,4.09938864483433e-11,0.0262783265179323,-0.993073209802633,"forward",7.6433,0.410590856096298
-16.7183,4.14407366391816e-11,0.0265647710645904,-0.992905319483896,"forward",7.6433,0.410590856096298
-16.697,4.18853944668884e-11,0.026849810239882,-0.99273562770721,"forward",7.6433,0.410590856096298
-16.6756,4.23278818129099e-11,0.0271334580704789,-0.992564143265924,"forward",7.6433,0.410590856096298
-16.6541,4.27682203088517e-11,0.0274157284228973,-0.992390874865751,"forward",7.6433,0.410590856096298
-16.6326,4.32064313280375e-11,0.027696634998087,-0.992215831125811,"forward",7.6433,0.410590856096298
-16.611,4.36425360032857e-11,0.0279761913428266,-0.992039020579612,"forward",7.6433,0.410590856096298
-16.5894,4.40765552182332e-11,0.0282544108441618,-0.99186045167605,"forward",7.6433,0.410590856096298
-16.5677,4.45085096161884e-11,0.0285313067350802,-0.991680132780394,"forward",7.6433,0.410590856096298
-16.546,4.49384196073016e-11,0.0288068920991083,-0.991498072175219,"forward",7.6433,0.410590856096298
-16.5242,4.53663053703194e-11,0.0290811798714356,-0.991314278061353,"forward",7.6433,0.410590856096298
-16.5023,4.57921868431976e-11,0.0293541828328976,-0.991128758558847,"forward",7.6433,0.410590856096298
-16.4804,4.6216083748306e-11,0.0296259136261322,-0.99094152170785,"forward",7.6433,0.410590856096298
-16.4585,4.66380155848913e-11,0.0298963847507491,-0.990752575469515,"forward",7.6433,0.410590856096298
-16.4365,4.7058001621125e-11,0.0301656085582314,-0.99056192772693,"forward",7.6433,0.410590856096298
-16.4144,4.74760609194966e-11,0.0304335972682141,-0.990369586285957,"forward",7.6433,0.410590856096298
-16.3923,4.78922123270412e-11,0.0307003629622191,-0.990175558876101,"forward",7.6433,0.410590856096298
-16.3885,4.84052883405378e-11,0.0310292602729967,-0.989979452823286,"forward",7.6433,0.410590856096298
-16.3701,4.86366530280529e-11,0.0311775720660466,-0.989782409434548,"forward",7.6433,0.410590856096298
-16.3479,4.88371695361313e-11,0.0313061092389775,-0.989584553686205,"forward",7.6433,0.410590856096298
-16.3256,4.90368688756827e-11,0.0314341225820588,-0.98938588888888,"forward",7.6433,0.410590856096298
-16.3033,4.92357594049304e-11,0.0315616174531655,-0.989186418319335,"forward",7.6433,0.410590856096298
-16.2809,4.943384939268e-11,0.0316885991528533,-0.988986145220833,"forward",7.6433,0.410590856096298
-16.2584,4.96311470062661e-11,0.0318150729166317,-0.988785072803546,"forward",7.6433,0.410590856096298
-16.2359,4.98276603357221e-11,0.0319410439304577,-0.988583204244873,"forward",7.6433,0.410590856096298
-16.2134,5.00233973835956e-11,0.0320665173242078,-0.988380542689791,"forward",7.6433,0.410590856096298
-16.1908,5.02183660547336e-11,0.0321914981651287,-0.988177091251251,"forward",7.6433,0.410590856096298
-16.1681,5.04125741803994e-11,0.0323159914732983,-0.987972853010478,"forward",7.6433,0.410590856096298
-16.1454,5.06060295061114e-11,0.032440002213829,-0.987767831017318,"forward",7.6433,0.410590856096298
-16.1226,5.07987396909093e-11,0.0325635352963981,-0.987562028290585,"forward",7.6433,0.410590856096298
-16.0998,5.09907123123291e-11,0.0326865955784363,-0.987355447818397,"forward",7.6433,0.410590856096298
-16.0769,5.11819548732683e-11,0.0328091878695287,-0.987148092558472,"forward",7.6433,0.410590856096298
-16.054,5.13724747897423e-11,0.0329313169235666,-0.986939965438487,"forward",7.6433,0.410590856096298
-16.031,5.15622794072571e-11,0.0330529874492424,-0.986731069356357,"forward",7.6433,0.410590856096298
-16.008,5.17513759885296e-11,0.0331742041021784,-0.986521407180575,"forward",7.6433,0.410590856096298
-15.9849,5.19397717202809e-11,0.0332949714892809,-0.986310981750516,"forward",7.6433,0.410590856096298
-15.9617,5.21274737181004e-11,0.033415294171859,-0.986099795876729,"forward",7.6433,0.410590856096298
-15.9385,5.23144890255668e-11,0.0335351766650607,-0.985887852341228,"forward",7.6433,0.410590856096298
-15.9153,5.25008246019082e-11,0.0336546234299626,-0.985675153897831,"forward",7.6433,0.410590856096298
-15.892,5.26864873458957e-11,0.0337736388888863,-0.985461703272407,"forward",7.6433,0.410590856096298
-15.8686,5.28714840853742e-11,0.033892227418688,-0.985247503163165,"forward",7.6433,0.410590856096298
-15.8452,5.30558215667912e-11,0.0340103933440456,-0.985032556240979,"forward",7.6433,0.410590856096298
-15.8218,5.32395064790298e-11,0.0341281409527361,-0.984816865149626,"forward",7.6433,0.410590856096298
-15.7983,5.34225454409936e-11,0.0342454744876779,-0.984600432506067,"forward",7.6433,0.410590856096298
-15.7747,5.36049450006255e-11,0.0343623981463014,-0.984383260900735,"forward",7.6433,0.410590856096298
-15.7511,5.37867116396276e-11,0.0344789160835744,-0.984165352897805,"forward",7.6433,0.410590856096298
-15.7274,5.39678517800623e-11,0.034595032416234,-0.983946711035432,"forward",7.6433,0.410590856096298
-15.7037,5.41483717719038e-11,0.0347107512148066,-0.983727337826045,"forward",7.6433,0.410590856096298
-15.6799,5.43282779072272e-11,0.0348260765127035,-0.983507235756583,"forward",7.6433,0.410590856096298
-15.6561,5.45075764172462e-11,0.034941012304322,-0.983286407288741,"forward",7.6433,0.410590856096298
-15.6322,5.46862734598466e-11,0.0350555625370539,-0.983064854859264,"forward",7.6433,0.410590856096298
-15.6082,5.48643751432241e-11,0.0351697311264382,-0.982842580880152,"forward",7.6433,0.410590856096298
-15.5843,5.50418875152812e-11,0.0352835219493642,-0.982619587738903,"forward",7.6433,0.410590856096298
-15.5602,5.52188165530418e-11,0.0353969388372856,-0.9823958777988,"forward",7.6433,0.410590856096298
-15.5361,5.5395168186221e-11,0.03550998559133,-0.982171453399102,"forward",7.6433,0.410590856096298
-15.512,5.55709482847039e-11,0.0356226659742723,-0.981946316855288,"forward",7.6433,0.410590856096298
-15.4878,5.57461626574183e-11,0.0357349837098114,-0.981720470459303,"forward",7.6433,0.410590856096298
-15.4635,5.59208170568818e-11,0.0358469424854858,-0.981493916479786,"forward",7.6433,0.410590856096298
-15.4393,5.60949171856173e-11,0.0359585459567861,-0.981266657162273,"forward",7.6433,0.410590856096298
-15.4149,5.62684686836283e-11,0.0360697977391258,-0.981038694729452,"forward",7.6433,0.410590856096298
-15.3905,5.64414771461454e-11,0.0361807014192177,-0.980810031381342,"forward",7.6433,0.410590856096298
-15.3661,5.66139481016409e-11,0.0362912605409804,-0.980580669295564,"forward",7.6433,0.410590856096298
-15.3438,5.67967235868779e-11,0.0364084251793365,-0.980350566725012,"forward",7.6433,0.410590856096298
-15.3416,5.66359289167894e-11,0.0363053509112197,-0.980121115587581,"forward",7.6433,0.410590856096298
-15.317,5.63443048170089e-11,0.0361184110043586,-0.979892845917157,"forward",7.6433,0.410590856096298
-15.2924,5.60540772134195e-11,0.0359323662939784,-0.979665752056065,"forward",7.6433,0.410590856096298
-15.2677,5.5765234943759e-11,0.03574720962473,-0.979439828391854,"forward",7.6433,0.410590856096298
-15.243,5.54777669548918e-11,0.0355629339112179,-0.979215069356849,"forward",7.6433,0.410590856096298
-15.2183,5.51916622996931e-11,0.0353795321360023,-0.978991469427731,"forward",7.6433,0.410590856096298
-15.1935,5.49069101393999e-11,0.035196997351107,-0.978769023125088,"forward",7.6433,0.410590856096298
-15.1686,5.46234997475614e-11,0.0350153226805511,-0.978547725012967,"forward",7.6433,0.410590856096298
-15.1437,5.43414204961898e-11,0.0348345013114717,-0.978327569698471,"forward",7.6433,0.410590856096298
-15.1187,5.40606618686617e-11,0.0346545265023935,-0.97810855183131,"forward",7.6433,0.410590856096298
-15.0937,5.37812134460504e-11,0.0344753915744683,-0.977890666103406,"forward",7.6433,0.410590856096298
-15.0687,5.35030649112014e-11,0.0342970899140864,-0.977673907248476,"forward",7.6433,0.410590856096298
-15.0436,5.3226206050857e-11,0.0341196149742394,-0.977458270041617,"forward",7.6433,0.410590856096298
-15.0184,5.29506267525868e-11,0.0339429602725523,-0.977243749298893,"forward",7.6433,0.410590856096298
-14.9932,5.26763169918514e-11,0.0337671193829908,-0.977030339876984,"forward",7.6433,0.410590856096298
-14.9679,5.24032668510202e-11,0.0335920859480524,-0.976818036672746,"forward",7.6433,0.410590856096298
-14.9426,5.21314665079397e-11,0.0334178536714382,-0.976606834622829,"forward",7.6433,0.410590856096298
-14.9173,5.18609062250503e-11,0.033244416311077,-0.976396728703334,"forward",7.6433,0.410590856096298
-14.8919,5.15915763679255e-11,0.0330717676910084,-0.976187713929393,"forward",7.6433,0.410590856096298
-14.8664,5.13234673925691e-11,0.0328999016932411,-0.975979785354806,"forward",7.6433,0.410590856096298
-14.8409,5.10565698427914e-11,0.0327288122560702,-0.97577293807168,"forward",7.6433,0.410590856096298
-14.8153,5.07908743523721e-11,0.032558493375464,-0.975567167210071,"forward",7.6433,0.410590856096298
-14.7897,5.05263716486187e-11,0.0323889391073449,-0.9753624679376,"forward",7.6433,0.410590856096298
-14.7641,5.02630525403398e-11,0.0322201435598799,-0.975158835459124,"forward",7.6433,0.410590856096298
-14.7384,5.00009079292369e-11,0.0320521009007834,-0.974956265016361,"forward",7.6433,0.410590856096298
-14.7126,4.97399287980332e-11,0.0318848053497071,-0.974754751887563,"forward",7.6433,0.410590856096298
-14.6868,4.94801062141337e-11,0.0317182511805861,-0.974554291387168,"forward",7.6433,0.410590856096298
-14.6609,4.92214313315762e-11,0.03155243272289,-0.974354878865452,"forward",7.6433,0.410590856096298
-14.635,4.89638953884319e-11,0.0313873443599562,-0.974156509708191,"forward",7.6433,0.410590856096298
-14.6091,4.87074896955689e-11,0.0312229805217873,-0.973959179336362,"forward",7.6433,0.410590856096298
-14.5831,4.84522056533841e-11,0.0310593356957764,-0.973762883205782,"forward",7.6433,0.410590856096298
-14.557,4.81980347418796e-11,0.0308964044203461,-0.973567616806785,"forward",7.6433,0.410590856096298
-14.5309,4.79449685112188e-11,0.0307341812788943,-0.973373375663938,"forward",7.6433,0.410590856096298
-14.5048,4.76929985980322e-11,0.0305726609102473,-0.973180155335693,"forward",7.6433,0.410590856096298
-14.4786,4.74421167143776e-11,0.0304118380015821,-0.972987951414076,"forward",7.6433,0.410590856096298
-14.4524,4.719231464552e-11,0.0302517072870043,-0.972796759524395,"forward",7.6433,0.410590856096298
-14.4261,4.69435842519004e-11,0.0300922635488092,-0.972606575324936,"forward",7.6433,0.410590856096298
-14.3997,4.66959174723211e-11,0.0299335016195242,-0.972417394506641,"forward",7.6433,0.410590856096298
